Source Port,Target Port,Distance
Shanghai,Port1,6.215705
Shanghai,Port2,64.391075
Shanghai,Changshu,66.0
Shanghai,Nantong,95.0
Shanghai,Zhangjiagang,117.0
Shanghai,Port3,144.401029
Shanghai,Port4,145.298315
Shanghai,Jiangyin,153.0
Shanghai,Gaogang,215.0
Shanghai,Port5,222.04625
Shanghai,Zhenjiang,270.0
Shanghai,Port6,299.663842
Shanghai,Port7,306.030875
Shanghai,Nanjing,350.0
Shanghai,Port8,392.631189
Shanghai,Ma'anshan,396.0
Shanghai,Wuhu,439.0
Port1,Port2,58.17537
Port1,Changshu,59.784295
Port1,Nantong,88.784295
Port1,Zhangjiagang,110.784295
Port1,Port3,138.185324
Port1,Port4,139.08261000000002
Port1,Jiangyin,146.78429500000001
Port1,Gaogang,208.78429500000001
Port1,Port5,215.830545
Port1,Zhenjiang,263.784295
Port1,Port6,293.448137
Port1,Port7,299.81516999999997
Port1,Nanjing,343.784295
Port1,Port8,386.415484
Port1,Ma'anshan,389.784295
Port1,Wuhu,432.784295
Port2,Changshu,1.608925
Port2,Nantong,30.608925
Port2,Zhangjiagang,52.608925
Port2,Port3,80.009954
Port2,Port4,80.90723999999999
Port2,Jiangyin,88.60892499999999
Port2,Gaogang,150.608925
Port2,Port5,157.65517499999999
Port2,Zhenjiang,205.608925
Port2,Port6,235.272767
Port2,Port7,241.63979999999998
Port2,Nanjing,285.608925
Port2,Port8,328.240114
Port2,Ma'anshan,331.608925
Port2,Wuhu,374.608925
Changshu,Nantong,29.0
Changshu,Zhangjiagang,51.0
Changshu,Port3,78.401029
Changshu,Port4,79.29831499999999
Changshu,Jiangyin,86.99999999999999
Changshu,Gaogang,149.0
Changshu,Port5,156.04625
Changshu,Zhenjiang,204.0
Changshu,Port6,233.663842
Changshu,Port7,240.03087499999998
Changshu,Nanjing,284.0
Changshu,Port8,326.631189
Changshu,Ma'anshan,330.0
Changshu,Wuhu,373.0
Nantong,Zhangjiagang,22.0
Nantong,Port3,49.401029
Nantong,Port4,50.298315
Nantong,Jiangyin,58.0
Nantong,Gaogang,120.0
Nantong,Port5,127.04625
Nantong,Zhenjiang,175.0
Nantong,Port6,204.663842
Nantong,Port7,211.03087499999998
Nantong,Nanjing,254.99999999999997
Nantong,Port8,297.63118899999995
Nantong,Ma'anshan,300.99999999999994
Nantong,Wuhu,343.99999999999994
Zhangjiagang,Port3,27.401029
Zhangjiagang,Port4,28.298315000000002
Zhangjiagang,Jiangyin,36.0
Zhangjiagang,Gaogang,98.0
Zhangjiagang,Port5,105.04625
Zhangjiagang,Zhenjiang,153.0
Zhangjiagang,Port6,182.663842
Zhangjiagang,Port7,189.03087499999998
Zhangjiagang,Nanjing,232.99999999999997
Zhangjiagang,Port8,275.63118899999995
Zhangjiagang,Ma'anshan,278.99999999999994
Zhangjiagang,Wuhu,321.99999999999994
Port3,Port4,0.897286
Port3,Jiangyin,8.598971
Port3,Gaogang,70.598971
Port3,Port5,77.645221
Port3,Zhenjiang,125.598971
Port3,Port6,155.262813
Port3,Port7,161.629846
Port3,Nanjing,205.59897099999998
Port3,Port8,248.23015999999998
Port3,Ma'anshan,251.59897099999998
Port3,Wuhu,294.598971
Port4,Jiangyin,7.701685
Port4,Gaogang,69.701685
Port4,Port5,76.747935
Port4,Zhenjiang,124.701685
Port4,Port6,154.365527
Port4,Port7,160.73255999999998
Port4,Nanjing,204.70168499999997
Port4,Port8,247.33287399999998
Port4,Ma'anshan,250.70168499999997
Port4,Wuhu,293.701685
Jiangyin,Gaogang,62.0
Jiangyin,Port5,69.04625
Jiangyin,Zhenjiang,117.0
Jiangyin,Port6,146.663842
Jiangyin,Port7,153.03087499999998
Jiangyin,Nanjing,196.99999999999997
Jiangyin,Port8,239.63118899999998
Jiangyin,Ma'anshan,242.99999999999997
Jiangyin,Wuhu,286.0
Gaogang,Port5,7.04625
Gaogang,Zhenjiang,55.0
Gaogang,Port6,84.663842
Gaogang,Port7,91.03087500000001
Gaogang,Nanjing,135.0
Gaogang,Port8,177.631189
Gaogang,Ma'anshan,181.0
Gaogang,Wuhu,224.0
Port5,Zhenjiang,47.95375
Port5,Port6,77.617592
Port5,Port7,83.98462500000001
Port5,Nanjing,127.95375000000001
Port5,Port8,170.58493900000002
Port5,Ma'anshan,173.95375
Port5,Wuhu,216.95375
Zhenjiang,Port6,29.663842
Zhenjiang,Port7,36.030875
Zhenjiang,Nanjing,80.0
Zhenjiang,Port8,122.631189
Zhenjiang,Ma'anshan,126.0
Zhenjiang,Wuhu,169.0
Port6,Port7,6.367033
Port6,Nanjing,50.336158
Port6,Port8,92.96734699999999
Port6,Ma'anshan,96.33615799999998
Port6,Wuhu,139.33615799999998
Port7,Nanjing,43.969125
Port7,Port8,86.600314
Port7,Ma'anshan,89.96912499999999
Port7,Wuhu,132.969125
Nanjing,Port8,42.631189
Nanjing,Ma'anshan,46.0
Nanjing,Wuhu,89.0
Port8,Ma'anshan,3.368811
Port8,Wuhu,46.368811
Ma'anshan,Wuhu,43.0
